,Ticker,Opening Price,Closing Price,Date
1734,PQ,0.76,0.57,2015-12-04
1735,PQ,1.06,0.8262,2015-11-20
1736,PQ,1.18,1.06,2015-11-13
1737,PQ,1.27,1.12,2015-10-30
1738,PQ,1.46,1.31,2015-10-16
1739,PQ,1.39,1.22,2015-09-25
1740,PQ,1.38,1.21,2015-08-07
1741,PQ,1.6,1.44,2015-07-24
1742,PQ,2.34,2.07,2015-05-15
1743,PQ,2.67,2.34,2015-05-08
1744,PQ,2.79,2.02,2015-03-13
1745,PQ,4.38,3.72,2014-11-28
1746,PQ,4.77,4.01,2014-11-07
1747,PQ,5.3,4.5,2014-10-10
1748,PQ,4.75,4.18,2013-06-21
1749,PQ,5.04,4.53,2013-02-08
1750,PQ,5.83,5.2,2012-11-09
1751,PQ,5.21,4.59,2012-05-18
1752,PQ,5.97,5.23,2012-05-04
1753,PQ,7.1,6.09,2012-01-13
1754,PQ,6.54,5.82,2011-11-25
1755,PQ,7.3,5.9,2011-09-23
1756,PQ,7.74,6.57,2011-08-19
1757,PQ,8.78,7.75,2011-05-06
1758,PQ,6.19,5.46,2010-08-13
1759,PQ,7.38,6.42,2010-07-02
1760,PQ,8.53,7.5,2010-06-25
1761,PQ,6.18,4.95,2010-03-19
1762,PQ,6.24,5.44,2010-01-29
1763,PQ,6.9,6.13,2009-10-30
1764,PQ,7.82,6.81,2009-10-23
1765,PQ,3.49,2.78,2009-07-10
1766,PQ,4.38,3.84,2009-06-26
1767,PQ,5.27,4.58,2009-06-19
1768,PQ,5.74,5.14,2009-06-05
1769,PQ,3.2,1.8,2009-03-06
1770,PQ,5.01,3.24,2009-02-27
1771,PQ,6.09,4.95,2009-02-20
1772,PQ,7.19,6.16,2009-01-16
1773,PQ,6.75,4.68,2008-12-05
1774,PQ,6.27,5.32,2008-11-21
1775,PQ,8.23,6.33,2008-11-14
1776,PQ,9.97,7.94,2008-11-07
1777,PQ,9.92,8.11,2008-10-24
1778,PQ,11.61,7.15,2008-10-10
1779,PQ,15.35,11.96,2008-10-03
1780,PQ,20.8,17.99,2008-08-08
1781,PQ,27.22,23.11,2008-07-18
1782,PQ,27.7,24.58,2008-07-03
1783,PQ,14.45,12.9,2008-01-18
1784,PQ,12.35,10.58,2007-03-02
1785,PQ,11.55,10.12,2006-02-10
1786,PQ,9.2,8.16,2005-11-11
1787,PQ,6.68,5.63,2005-05-13
1788,PQ,6.92,6.15,2005-04-29
1789,PQ,7.49,6.65,2005-03-24
1790,PQ,5.3,4.73,2004-08-06
1791,PQ,3.7,3.23,2004-04-30
1792,PQ,3.02,2.57,2004-02-06
1793,PQ,2.3,2.07,2003-09-26
1794,PQ,2.11,1.88,2003-08-01
1795,PQ,1.75,1.4,2003-05-30
1796,PQ,1.45,1.24,2003-05-09
1797,PQ,1.87,1.68,2003-03-07
1798,PQ,2.81,2.06,2003-02-21
1799,PQ,3.48,2.98,2003-02-07
1800,PQ,4.713,4.15,2002-11-01
1801,PQ,4.91,4.09,2002-08-02
1802,PQ,4.96,4.26,2002-07-19
1803,PQ,5.05,4.4,2002-02-08
1804,PQ,6.31,5.13,2001-12-14
1805,PQ,6.25,5.62,2001-11-16
1806,PQ,5.935,4.95,2001-09-21
1807,PQ,6.59,5.65,2001-07-13
1808,PQ,7.92,6.79,2001-06-15
1809,PQ,8.895,7.81,2001-06-08
1810,PQ,3.64,3.12,2000-12-01
1811,PQ,4.09,3.62,2000-09-22
1812,PQ,2.86,2.31,2000-07-21
1813,PQ,2.91,2.56,2000-06-23
1814,PQ,1.88,1.5,2000-04-14
1815,PQ,2.06,1.81,2000-04-07
1816,PQ,2.19,1.97,2000-03-03
1817,RGC,17.52,15.12,2017-08-18
1818,RGC,14.1,12.54,2011-06-03
1819,RGC,14.82,12.88,2010-12-17
1820,RGC,14.23,12.44,2009-07-31
1821,RGC,9.4,7.45,2008-11-21
1822,RGC,12.65,9.83,2008-11-07
1823,RGC,13.67,10.76,2008-10-24
1824,RGC,21.42,17.75,2004-06-04
1825,RGC,19.35,17.4,2003-07-11
1826,RGC,23.38,19.17,2003-07-03
1827,VNTV,29.12,26.17,2013-10-25
1828,GIL,23.28,16.99,2011-12-02
1829,GIL,27.97,24.24,2011-08-19
1830,GIL,30.24,26.82,2011-08-05
1831,GIL,15.88,14.28,2009-07-02
1832,GIL,12.91,10.98,2009-05-01
1833,GIL,7.23,5.89,2009-03-06
1834,GIL,10.47,7.26,2009-02-13
1835,GIL,14.6,8.78,2008-12-12
1836,GIL,16.99,13.98,2008-12-05
1837,GIL,20.74,16.55,2008-11-21
1838,GIL,21.5,18.82,2008-10-24
1839,GIL,26.68,23.96,2008-09-26
1840,GIL,35.0,26.09,2008-05-02
1841,GIL,38.25,34.2,2008-04-11
1842,GIL,38.9,34.0,2008-01-18
1843,GIL,35.35,31.64,2007-08-17
1844,GIL,48.45,25.34,2005-06-03
1845,GIL,21.54,19.12,2002-07-19
1846,GIL,14.62,12.6,2001-12-07
1847,GIL,14.0,12.09,2001-07-13
1848,GIL,16.98,13.96,2001-05-04
1849,GIL,18.0,14.6,2001-04-06
1850,GIL,21.85,19.38,2001-03-16
1851,GIL,44.81,22.35,2001-03-02
1852,GIL,38.0,33.38,2000-09-29
1853,GIL,35.5,31.56,2000-02-18
1854,JE,5.56,4.68,2017-11-10
1855,JE,6.18,5.36,2017-05-19
1856,JE,6.67,5.62,2016-02-12
1857,JE,6.63,5.79,2016-01-15
1858,JE,4.98,4.43,2014-10-10
1859,JE,8.07,6.02,2014-05-16
1860,JE,8.38,7.52,2013-02-15
1861,JE,9.92,8.44,2013-02-08
1862,JE,10.13,8.07,2012-11-16
1863,JE,12.0468,10.7585,2011-09-23
1864,JE,7.73,6.54,2009-01-16
1865,SFUN,5.36,4.81,2018-01-05
1866,SFUN,3.65,3.16,2017-07-07
1867,SFUN,3.24,2.9,2016-12-02
1868,SFUN,3.33,2.95,2016-11-04
1869,SFUN,4.47,4.01,2016-10-07
1870,SFUN,5.43,4.85,2016-07-22
1871,SFUN,6.42,5.65,2016-01-15
1872,SFUN,7.51,6.69,2015-11-20
1873,SFUN,7.14,5.53,2015-08-21
1874,SFUN,6.19,5.41,2015-03-13
1875,SFUN,6.9,6.11,2015-01-30
1876,SFUN,7.92,6.81,2015-01-16
1877,SFUN,8.65,7.73,2014-12-12
1878,SFUN,10.57,9.49,2014-09-19
1879,SFUN,12.36,10.65,2014-09-12
1880,SFUN,11.12,8.88,2014-06-13
1881,SFUN,84.5,75.04,2014-03-21
1882,SFUN,92.73,83.17,2014-03-14
1883,SFUN,57.68,50.03,2013-10-25
1884,SFUN,26.2,23.01,2013-04-05
1885,SFUN,19.61,17.64,2012-11-16
1886,SFUN,14.98,13.42,2012-07-20
1887,SFUN,19.48,16.92,2012-02-17
1888,SFUN,12.01,10.18,2011-09-30
1889,SFUN,15.95,12.5,2011-09-23
1890,SFUN,20.0,17.0,2011-08-19
1891,SFUN,21.87,17.75,2011-06-10
1892,SFUN,26.03,23.0,2011-05-13
1893,SFUN,77.82,20.63,2011-02-18
1894,SFUN,89.65,76.77,2010-11-19
1895,CBB,21.0,18.2,2018-01-05
1896,CBB,21.6,19.3,2017-09-08
1897,CBB,3.46,3.02,2014-12-12
1898,CBB,3.17,2.84,2013-11-01
1899,CBB,4.28,3.01,2013-03-01
1900,CBB,3.11,2.73,2011-02-18
1901,CBB,2.69,2.38,2010-12-17
1902,CBB,3.0,2.67,2010-08-13
1903,CBB,3.24,2.85,2010-07-02
1904,CBB,1.72,1.4,2009-01-16
1905,CBB,1.93,1.71,2009-01-09
1906,CBB,1.83,1.6,2008-11-21
1907,CBB,2.2,1.79,2008-11-14
1908,CBB,2.27,2.0,2008-10-17
1909,CBB,2.73,2.2,2008-10-10
1910,CBB,3.98,3.53,2008-09-12
1911,CBB,4.25,3.75,2008-08-01
1912,CBB,4.35,3.85,2008-02-22
1913,CBB,4.91,4.35,2007-12-14
1914,CBB,5.06,4.1,2004-03-26
1915,CBB,4.7,4.06,2003-01-17
1916,CBB,4.1,3.65,2002-12-06
1917,CBB,2.6,1.9,2002-11-08
1918,CBB,1.8,1.25,2002-10-11
1919,CBB,2.35,2.01,2002-09-20
1920,CBB,2.65,2.35,2002-09-13
1921,CBB,3.02,2.71,2002-09-06
1922,CBB,2.95,2.1,2002-07-26
1923,CBB,3.86,3.09,2002-06-14
1924,CBB,5.59,3.69,2002-05-24
1925,CBB,7.25,5.8,2002-02-15
1926,CBB,8.9,7.49,2002-02-01
1927,CBB,10.31,9.27,2002-01-11
1928,CBB,9.87,8.45,2001-11-02
1929,CBB,15.75,9.69,2001-10-19
1930,CBB,16.01,13.7,2001-10-05
1931,CBB,17.8,15.44,2001-09-07
1932,CBB,21.54,19.25,2001-08-24
1933,CBB,23.7,20.73,2001-08-10
1934,CBB,19.25,17.32,2001-04-06
1935,CBB,22.99,20.69,2001-03-16
1936,CBB,23.69,20.44,2000-12-22
1937,CBB,24.06,21.0,2000-12-01
1938,CBB,26.12,23.06,2000-11-10
1939,CBB,27.0,24.0,2000-06-09
1940,CBB,26.69,23.0,2000-05-26
1941,CBB,32.81,28.94,2000-04-14
1942,CBB,36.94,32.0,2000-04-07
1943,NGL,12.85,10.05,2017-08-04
1944,NGL,15.9,14.15,2017-05-26
1945,NGL,21.85,16.0,2017-04-28
1946,NGL,18.55,16.65,2016-11-04
1947,NGL,8.9,7.44,2016-03-11
1948,NGL,10.0,6.49,2016-02-12
1949,NGL,13.0,10.13,2016-01-15
1950,NGL,13.29,9.69,2015-12-11
1951,NGL,17.57,13.54,2015-12-04
1952,NGL,27.29,24.36,2015-08-21
1953,NGL,27.51,24.36,2015-08-07
1954,NGL,30.55,27.04,2015-03-06
1955,NGL,32.29,23.94,2014-12-12
1956,NGL,38.92,34.9,2014-11-28
1957,NGL,38.83,33.54,2014-10-10
1958,GIMO,40.4,36.25,2017-10-13
1959,GIMO,37.85,31.7,2017-04-28
1960,GIMO,45.0,34.2,2017-01-20
1961,GIMO,60.9,48.5,2016-12-02
1962,GIMO,32.81,29.44,2016-05-06
1963,GIMO,26.15,22.89,2016-02-05
1964,GIMO,26.15,22.54,2016-01-08
1965,GIMO,24.55,22.02,2015-09-25
1966,GIMO,26.29,22.69,2015-08-21
1967,GIMO,32.07,26.56,2015-07-24
1968,GIMO,19.46,12.21,2014-07-11
1969,GIMO,26.4,16.27,2014-04-11
1970,GIMO,29.9,26.42,2014-04-04
1971,GIMO,35.864,29.66,2014-03-28
1972,GIMO,29.16,25.46,2013-12-13
1973,GIMO,32.65,28.5,2013-07-19
1974,IPHI,41.82,36.87,2017-12-08
1975,IPHI,39.43,34.3,2017-06-30
1976,IPHI,41.5,36.61,2017-05-05
1977,IPHI,47.12,40.01,2016-12-02
1978,IPHI,43.98,39.06,2016-10-14
1979,IPHI,32.85,29.27,2016-06-24
1980,IPHI,27.54,23.22,2016-02-05
1981,IPHI,26.43,23.68,2016-01-08
1982,IPHI,14.73,13.19,2014-10-10
1983,IPHI,10.4,9.21,2013-04-05
1984,IPHI,10.3,9.23,2012-10-12
1985,IPHI,11.97,10.27,2012-09-21
1986,IPHI,14.47,10.45,2012-04-27
1987,IPHI,15.84,14.14,2012-02-24
1988,IPHI,10.48,8.98,2011-11-25
1989,IPHI,9.39,7.99,2011-08-26
1990,IPHI,10.19,9.12,2011-08-19
1991,IPHI,12.77,10.32,2011-08-05
1992,IPHI,17.14,12.69,2011-07-29
1993,IPHI,25.35,21.37,2011-03-11
1994,IPHI,26.31,23.56,2011-02-25
1995,IPHI,20.1,17.99,2011-01-21
1996,PGP,20.44,18.24,2016-10-07
1997,PGP,16.65,14.882,2015-09-11
1998,PGP,23.85,21.32,2013-05-31
1999,PGP,19.61,17.47,2012-11-16
2000,PGP,25.06,21.7968,2011-06-10
2001,PGP,18.32,16.36,2010-05-21
2002,PGP,14.35,12.03,2009-06-12
2003,PGP,12.5,10.68,2009-05-15
2004,PGP,10.26,8.03,2009-02-20
2005,PGP,10.95,8.14,2008-11-21
2006,PGP,13.95,10.95,2008-11-14
2007,PGP,14.2,9.19,2008-10-10
2008,LCI,27.95,24.05,2017-12-22
2009,LCI,20.8,16.7,2017-08-04
2010,LCI,22.6,19.95,2017-05-19
2011,LCI,25.95,21.5,2017-05-05
2012,LCI,21.75,18.05,2016-11-04
2013,LCI,24.5,21.4,2016-10-21
2014,LCI,29.79,26.57,2016-09-30
2015,LCI,20.75,18.5,2016-03-18
2016,LCI,35.82,25.51,2016-01-29
2017,LCI,45.71,37.77,2015-11-06
2018,LCI,49.37,44.34,2015-10-02
2019,LCI,59.02,49.49,2015-09-25
2020,LCI,67.52,59.52,2015-05-01
2021,LCI,58.25,50.17,2014-11-07
2022,LCI,41.28,36.35,2014-08-22
2023,LCI,47.56,38.19,2014-07-18
2024,LCI,40.75,35.23,2014-03-28
2025,LCI,20.69,18.01,2013-10-04
2026,LCI,13.85,12.25,2013-08-09
2027,LCI,12.94,11.47,2013-05-31
2028,LCI,4.77,3.94,2011-08-05
2029,LCI,6.57,5.06,2010-12-17
2030,LCI,6.25,5.5,2010-11-12
2031,LCI,4.93,4.2,2010-08-13
2032,LCI,4.77,4.26,2010-05-07
2033,LCI,5.11,4.17,2010-02-12
2034,LCI,5.91,5.06,2010-02-05
2035,LCI,9.11,8.0,2009-09-04
2036,LCI,5.85,5.05,2009-04-03
2037,LCI,3.0,2.15,2008-11-21
2038,LCI,2.6,2.15,2008-10-10
2039,LCI,2.7699,2.39,2008-09-26
2040,LCI,3.12,2.61,2008-09-19
2041,LCI,3.74,3.3,2008-08-22
2042,LCI,4.06,3.59,2008-07-11
2043,LCI,4.73,3.59,2008-06-27
2044,LCI,3.05,2.6799,2008-03-14
2045,LCI,3.5,3.1,2007-12-21
2046,LCI,4.37,3.8,2007-11-16
2047,LCI,6.99,6.25,2006-12-29
2048,LCI,5.48,4.8,2006-07-14
2049,LCI,6.76,6.05,2006-06-16
2050,LCI,6.95,5.93,2006-05-26
2051,LCI,5.36,4.75,2005-10-14
2052,LCI,5.15,4.61,2005-06-17
2053,LCI,5.95,5.28,2005-06-10
2054,LCI,6.07,3.9,2005-05-13
2055,LCI,7.05,6.27,2005-03-18
2056,LCI,9.8,8.0,2005-02-11
2057,LCI,11.25,8.99,2004-11-12
2058,LCI,12.7,11.33,2004-10-29
2059,LCI,19.95,17.11,2003-09-26
2060,LCI,19.3,17.32,2003-08-01
2061,LCI,23.5,20.5,2003-07-18
2062,LCI,12.65,11.38,2003-03-28
2063,LCI,22.85,20.45,2002-12-06
2064,LCI,10.8,9.48,2002-08-30
2065,LCI,8.9,8.0,2002-07-12
2066,LCI,10.26,9.0,2002-07-05
2067,LCI,12.25,10.2,2002-06-28
2068,LCI,3.9,3.05,2001-12-07
2069,LCI,1.99,1.6,2001-09-28
2070,LCI,1.03,0.85,2001-06-15
2071,LCI,1.01,0.9,2001-05-25
2072,LCI,1.25,1.0,2001-04-27
2073,LCI,1.0,0.69,2001-03-16
2074,LCI,0.75,0.53,2000-11-24
2075,LCI,0.75,0.63,2000-11-10
2076,LCI,0.63,0.5,2000-10-13
2077,LCI,0.81,0.63,2000-09-29
2078,LCI,0.8,0.69,2000-07-21
2079,LCI,0.94,0.81,2000-04-07
2080,LCI,1.25,1.0,2000-02-11
2081,TIER,15.18,13.43,2016-02-12
2082,ACC,21.87,18.74,2009-02-13
2083,ACC,21.35,16.61,2008-11-21
2084,ACC,24.58,21.38,2008-11-14
2085,ACC,30.72,25.69,2008-10-17
2086,ACC,28.98,26.03,2008-02-15
2087,ACC,27.81,25.02,2007-07-27
2088,PPDF,9.02,7.57,2017-12-08
2089,PPDF,13.0,9.45,2017-11-24
2090,MTR,13.25,11.25,2017-02-24
2091,MTR,12.5,10.15,2016-10-28
2092,MTR,10.21,8.57,2016-05-13
2093,MTR,7.5,6.27,2015-12-11
2094,MTR,8.49,7.56,2015-12-04
2095,MTR,10.168,9.04,2015-11-06
2096,MTR,11.41,9.58,2015-10-02
2097,MTR,11.88,9.55,2015-08-21
2098,MTR,23.1,20.52,2015-04-02
2099,MTR,22.75,19.23,2015-03-20
2100,MTR,26.9,23.55,2014-12-12
2101,MTR,33.66,30.02,2014-10-10
2102,MTR,30.3,25.864,2014-07-25
2103,MTR,33.5,29.63,2014-07-03
2104,MTR,34.12,30.284,2012-07-06
2105,MTR,29.67,26.35,2012-06-01
2106,MTR,37.76,33.47,2012-04-20
2107,MTR,52.18,43.49,2010-05-21
2108,MTR,42.3,37.8,2010-03-19
2109,MTR,26.76,24.0,2009-07-10
2110,MTR,28.0,25.2,2009-03-27
2111,MTR,29.0,23.5,2009-02-20
2112,MTR,34.3,29.0,2009-02-13
2113,MTR,43.0,36.923,2008-12-05
2114,MTR,52.0,40.2501,2008-11-21
2115,MTR,52.0,42.76,2008-10-10
2116,MTR,70.0,54.0,2008-10-03
2117,MTR,43.5,39.1,2001-09-28
2118,ICD,3.35,2.94,2017-10-27
2119,ICD,4.17,3.62,2017-10-13
2120,ICD,3.93,3.36,2017-07-07
2121,ICD,3.83,3.39,2017-06-23
2122,ICD,4.43,3.98,2017-05-26
2123,ICD,4.49,3.98,2016-11-04
2124,ICD,5.79,4.48,2016-10-28
2125,ICD,4.47,3.92,2016-04-22
2126,ICD,4.01,3.46,2016-02-12
2127,ICD,5.04,4.12,2016-01-08
2128,ICD,5.94,5.05,2015-12-31
2129,ICD,7.55,6.44,2015-11-13
2130,ICD,6.52,5.5,2015-09-25
2131,ICD,7.29,6.4,2015-08-07
2132,ICD,9.2,8.25,2015-07-02
2133,ICD,5.14,4.59,2015-01-09
2134,ICD,6.87,5.69,2014-12-12
2135,ICD,7.83,6.9,2014-11-28
2136,ICD,11.54,8.66,2014-10-10
2137,EHIC,12.21,10.86,2016-02-12
2138,EHIC,13.05,11.07,2015-12-11
2139,EHIC,11.96,10.64,2015-08-14
2140,EHIC,18.1,15.69,2015-06-26
2141,EHIC,10.19,9.09,2015-03-13
2142,EHIC,9.41,8.09,2014-12-19
2143,EHIC,11.63,9.2,2014-12-12
2144,ETB,16.12,14.28,2010-05-07
2145,ETB,16.92,15.03,2010-01-22
2146,ETB,11.63,10.36,2009-02-20
2147,ETB,11.0,8.88,2008-11-21
2148,ETB,12.58,9.9,2008-10-10
2149,TCS,5.32,4.74,2017-12-29
2150,TCS,5.94,5.34,2017-12-15
2151,TCS,5.29,4.7,2017-08-04
2152,TCS,8.13,7.12,2016-12-16
2153,TCS,5.29,4.66,2016-10-14
2154,TCS,6.42,5.5,2016-05-13
2155,TCS,6.24,5.6,2016-04-08
2156,TCS,8.04,4.22,2016-01-08
2157,TCS,10.13,8.12,2015-12-11
2158,TCS,12.36,11.01,2015-11-13
2159,TCS,15.14,11.9,2015-10-09
2160,TCS,21.25,17.19,2015-05-01
2161,TCS,21.73,17.54,2014-12-05
2162,TCS,22.8,16.06,2014-10-10
2163,TCS,27.5,24.25,2014-07-11
2164,TCS,44.67,39.45,2014-01-10
2165,NWE,20.18,17.79,2008-10-24
2166,NWE,24.35,18.71,2008-10-10
2167,KRC,38.93,33.68,2011-08-05
2168,KRC,31.94,28.5,2010-07-02
2169,KRC,21.79,19.29,2009-05-15
2170,KRC,22.57,20.1,2009-05-01
2171,KRC,18.95,16.48,2009-03-20
2172,KRC,18.43,15.52,2009-03-06
2173,KRC,26.94,22.86,2009-01-30
2174,KRC,32.6,29.28,2009-01-09
2175,KRC,28.33,24.11,2008-11-21
2176,KRC,34.67,28.08,2008-10-24
2177,KRC,48.18,39.2,2008-10-03
2178,KRC,70.99,62.65,2007-07-27
2179,BXE,1.7,1.51,2018-01-12
2180,BXE,1.83,1.5508,2017-12-08
2181,BXE,2.43,2.14,2017-11-17
2182,BXE,0.62,0.55,2017-06-23
2183,BXE,0.9,0.79,2017-02-03
2184,BXE,0.928,0.7858,2016-11-04
2185,BXE,0.86,0.7544,2016-08-12
2186,BXE,1.08,0.9087,2016-07-22
2187,BXE,1.21,1.075,2016-06-24
2188,BXE,1.11,0.994,2016-05-06
2189,BXE,1.19,0.945,2016-03-18
2190,BXE,1.38,1.23,2016-03-11
2191,BXE,1.07,0.8794,2016-01-15
2192,BXE,1.15,0.9547,2015-12-18
2193,BXE,1.5,1.13,2015-12-11
2194,BXE,1.94,1.68,2015-10-23
2195,BXE,2.24,2.0,2015-10-16
2196,BXE,1.98,1.59,2015-09-25
2197,BXE,1.77,1.52,2015-09-11
2198,BXE,1.93,1.66,2015-08-07
2199,BXE,3.03,2.59,2015-03-13
2200,BXE,2.52,2.03,2015-01-30
2201,BXE,3.66,2.86,2015-01-09
2202,BXE,3.75,3.09,2014-12-12
2203,BXE,5.05,4.04,2014-11-28
2204,BXE,8.07,7.2,2014-08-01
2205,BXE,3.598,3.03,2012-06-01
2206,BXE,3.84,3.3728,2012-05-18
2207,BXE,4.27,3.78,2012-05-04
2208,BXE,4.62,4.1465,2012-04-20
2209,BXE,5.283,4.5599,2012-04-13
2210,BXE,4.5293,3.57,2011-09-23
2211,BXE,5.1,4.3176,2011-08-05
2212,BXE,3.6045,3.1992,2010-08-13
2213,BXE,3.3535,2.9729,2010-06-25
2214,BXE,3.08,2.59,2010-05-21
2215,BXE,3.595,3.13,2010-05-14
2216,BXE,3.8535,3.4376,2010-05-07
2217,BXE,4.272,3.58,2010-02-26
2218,BXE,1.863,1.6298,2009-11-13
2219,BXE,1.59,1.42,2009-10-30
2220,BXE,0.9,0.8,2009-06-05
2221,BXE,0.49,0.42,2009-03-06
2222,BXE,0.62,0.51,2009-02-27
2223,BXE,0.68,0.52,2009-02-20
2224,BXE,0.99,0.87,2009-01-30
2225,BXE,1.1,0.99,2009-01-16
2226,BXE,1.22,0.95,2008-12-19
2227,BXE,1.44,1.23,2008-12-05
2228,BXE,1.49,1.3,2008-11-21
2229,BXE,1.84,1.43,2008-10-24
2230,BXE,2.28,1.69,2008-10-10
2231,BXE,5.0,4.11,2007-11-09
2232,BXE,9.64,8.31,2006-11-03
2233,KYE,7.04,5.92,2016-02-12
2234,KYE,7.73,6.3,2016-01-15
2235,KYE,8.46,6.92,2015-12-18
2236,KYE,10.36,8.57,2015-12-11
2237,KYE,12.77,10.75,2015-12-04
2238,KYE,17.94,15.97,2015-08-07
2239,KYE,25.09,22.25,2010-05-21
2240,KYE,12.79,10.58,2009-03-06
2241,KYE,12.58,9.38,2008-11-21
2242,KYE,16.24,12.9,2008-11-14
2243,KYE,21.0,10.58,2008-10-10
2244,KYE,31.37,27.65,2007-07-27
2245,BRO,24.25,21.8,2011-07-22
2246,BRO,20.25,17.93,2008-11-21
2247,BRO,21.14,18.86,2008-10-10
2248,BRO,35.15,31.23,2006-04-28
2249,BRO,58.34,29.81,2005-12-02
2250,BRO,31.14,27.28,2002-07-12
2251,BRO,35.1,31.38,2002-03-08
2252,BRO,27.76,24.87,2001-12-14
2253,BRO,59.6,30.4,2001-11-23
2254,BRO,34.0,30.5,2000-11-10
2255,BRO,52.69,27.5,2000-08-25
2256,BRO,35.13,31.25,2000-02-25
2257,BRO,37.5,33.5,2000-01-28
2258,DQ,52.9,47.17,2017-12-15
2259,DQ,57.56,49.41,2017-12-08
2260,DQ,21.9,18.77,2017-03-31
2261,DQ,25.1,22.1,2016-09-16
2262,DQ,22.84,20.0,2016-06-17
2263,DQ,15.98,14.21,2016-02-12
2264,DQ,15.37,12.9,2016-01-15
2265,DQ,16.34,12.76,2015-11-13
2266,DQ,17.21,14.7,2015-09-18
2267,DQ,16.36,12.21,2015-08-21
2268,DQ,20.5,18.28,2015-07-24
2269,DQ,25.98,22.72,2015-06-26
2270,DQ,27.19,23.49,2015-05-08
2271,DQ,27.39,23.57,2015-03-13
2272,DQ,23.8,20.49,2015-01-16
2273,DQ,29.98,24.7,2014-12-12
2274,DQ,34.24,30.0,2014-11-28
2275,DQ,43.95,36.45,2014-10-10
2276,DQ,28.71,25.77,2014-07-18
2277,DQ,37.72,22.91,2014-05-16
2278,DQ,41.89,36.84,2014-05-09
2279,DQ,45.99,41.03,2014-04-11
2280,DQ,45.98,39.0,2014-03-21
2281,DQ,53.63,44.97,2014-03-14
2282,DQ,43.62,38.73,2014-01-24
2283,DQ,38.62,34.19,2013-12-27
2284,DQ,37.0,31.65,2013-12-13
2285,DQ,43.82,38.26,2013-11-29
2286,DQ,40.72,33.27,2013-10-25
2287,DQ,10.9,8.83,2013-08-02
2288,DQ,10.66,8.59,2013-07-12
2289,DQ,8.0,7.18,2013-05-31
2290,DQ,6.17,4.14,2013-04-19
2291,DQ,6.71,5.03,2013-04-05
2292,DQ,9.55,8.48,2013-03-15
2293,DQ,10.92,9.4,2013-03-08
2294,DQ,13.33,11.91,2013-02-22
2295,DQ,13.16,11.49,2013-02-01
2296,DQ,0.85,0.74,2012-09-21
2297,DQ,1.1,0.96,2012-06-22
2298,DQ,1.23,1.08,2012-06-15
2299,DQ,1.5,1.26,2012-05-25
2300,DQ,1.8,1.55,2012-05-18
2301,DQ,2.01,1.78,2012-04-20
2302,DQ,2.49,2.11,2012-03-30
2303,DQ,2.78,2.42,2012-03-23
2304,DQ,3.28,2.75,2012-03-02
2305,DQ,1.96,1.59,2011-12-16
2306,DQ,2.29,1.88,2011-12-09
2307,DQ,2.85,2.0,2011-11-18
2308,DQ,3.24,2.83,2011-11-11
2309,DQ,3.61,3.24,2011-11-04
2310,DQ,4.8,3.75,2011-09-23
2311,DQ,5.3,4.74,2011-09-09
2312,DQ,6.1,5.39,2011-09-02
2313,DQ,6.66,5.14,2011-08-19
2314,DQ,9.25,7.89,2011-06-10
2315,DQ,11.15,9.28,2011-06-03
2316,DQ,13.1,11.25,2011-05-20
2317,DQ,12.91,11.41,2011-03-11
2318,DQ,14.21,11.52,2010-11-19
2319,FSM,5.09,4.38,2017-08-04
2320,FSM,6.08,5.3,2017-03-03
2321,FSM,5.78,5.18,2016-12-16
2322,FSM,6.42,5.66,2016-12-09
2323,FSM,6.91,5.92,2016-11-11
2324,FSM,7.24,6.29,2016-10-07
2325,FSM,2.58,2.15,2016-01-15
2326,FSM,2.5,2.17,2015-09-04
2327,FSM,2.97,2.66,2015-07-24
2328,FSM,3.38,3.01,2015-07-17
2329,FSM,4.52,3.91,2015-03-06
2330,FSM,4.42,3.87,2014-11-28
2331,FSM,4.57,3.49,2014-10-31
2332,FSM,4.25,3.72,2014-10-03
2333,FSM,4.69,3.85,2014-03-21
2334,FSM,3.33,2.86,2013-12-06
2335,FSM,4.21,3.78,2013-09-13
2336,FSM,3.58,3.02,2013-06-21
2337,FSM,3.32,2.96,2013-04-19
2338,FSM,3.98,3.57,2013-04-12
2339,FSM,4.54,3.96,2013-01-25
2340,FSM,4.51,3.91,2012-12-21
2341,FSM,5.42,4.69,2012-11-16
2342,FSM,6.11,4.52,2012-03-30
2343,FSM,6.34,5.58,2011-12-16
2344,FSM,7.0,5.55,2011-09-23
2345,FSM,6.4584,5.8099,2011-07-29
2346,FSM,6.51,5.4897,2011-04-29
2347,FSM,4.95,4.45,2011-01-07
2348,FSM,2.3105,2.06,2010-06-25
2349,FSM,2.33,1.92,2010-05-21
2350,FSM,2.31,2.0404,2010-05-07
2351,FSM,2.72,2.24,2010-04-30
2352,FSM,2.6581,2.29,2010-01-22
2353,FSM,2.9056,2.54,2010-01-15
2354,FSM,2.2173,1.973,2009-11-27
2355,FSM,0.8725,0.738,2009-01-23
2356,FSM,0.559,0.469,2008-12-19
2357,FSM,0.505,0.414,2008-12-05
2358,FSM,0.647,0.44,2008-11-14
2359,FSM,0.507,0.453,2008-10-24
2360,FSM,0.657,0.483,2008-10-17
2361,FSM,1.0782,0.7805,2008-10-03
2362,FSM,1.08,0.9465,2008-09-05
2363,FSM,1.473,1.219,2008-08-08
